Pmid,Title,Study Type,Key Words,Pub year,Relevance GT,Relevance PRED
7574049,"Pulse width, stimulus intensity, electrode placement, and polarity during assessment of neuromuscular block.",ObservationalStudy,,2001,,1.0
33018727,Effects of Fractal Electrode Geometry in Charge Injection Capacity of TiN Microelectrodes.,ObservationalStudy,,1995,,1.0
30244224,Significant cephalad lead migration with use of externally powered spinal cord stimulator.,Other,neurosurgery,2019,,1.0
29734883,Is transcranial direct current stimulation an effective modality in reducing food craving? A systematic review and meta-analysis.,SystematicReview,DLPFC,2018,,1.0
28527051,New treatments for headache.,SystematicReview,Calcitonin gene-related peptide (CGRP),2020,,1.0
27865707,A comprehensive database of published tDCS clinical trials (2005-2016).,SystematicReview,Brain stimulation,,,1.0
27242469,tDCS of the Cerebellum: Where Do We Stand in 2016? Technical Issues and Critical Review of the Literature.,SystematicReview,anodal vs. cathodal,2016,,1.0
9174320,Evaluation of residual neuromuscular block using train-of-four and double burst stimulation at the index finger.,RCT,,2011,,1.0
8394051,Visual and tactile assessment of neuromuscular fade.,Other,,1997,,1.0
23136991,Impedance variations over time for a closed-loop neurostimulation device: early experience with chronically implanted electrodes.,CohortStudy,,1993,,1.0
23294166,Long-term outcomes of spinal cord stimulation with percutaneously introduced paddle leads in the treatment of failed back surgery syndrome and lumboischialgia.,ObservationalStudy,FBSS,2020,,1.0
29713421,Failed Back Surgery Syndrome: A Review Article.,SystematicReview,Chronic pain management,2020,,1.0
23011386,Implantation of a cardiac resynchronization therapy defibrillator in a patient with bilateral deep brain stimulator: feasibility and technique.,Other,,2018,,1.0
29993559,A Multichannel High-Frequency Power-Isolated Neural Stimulator With Crosstalk Reduction.,ObservationalStudy,,,,1.0
26394134,Sacral Neuromodulation for Genitourinary Problems.,SystematicReview,,2016,,1.0
26393349,Theoretical Basis of Vagus Nerve Stimulation.,ObservationalStudy,,2015,,1.0
21422786,Stimulation of the peripheral nervous system for the painful extremity.,SystematicReview,,2013,,1.0
32808874,Overview of HF10 spinal cord stimulation for the treatment of chronic pain and an introduction to the Senza Omnia™ system.,ObservationalStudy,chronic pain,2011,,1.0
32677611,Intraoperative identification of mixed activation profiles during hypoglossal nerve stimulation.,CaseSeries,hypoglossal nerve stimulation,2020,,1.0
32449680,Safe and sound: Meta-analyzing the Mozart effect on epilepsy.,ObservationalStudy,Epilepsy,2020,,1.0
32282103,A Prospective Analysis of the Use of Intraoperative Neuromonitoring for Mapping the S1 Dorsal Root Ganglion Location to Determine Ideal Lead Positioning and Predict Postoperative Programming.,ObservationalStudy,Chronic pain,2020,,1.0
31427937,Can Oscillatory Alpha-Gamma Phase-Amplitude Coupling be Used to Understand and Enhance TMS Effects?,ObservationalStudy,EEG,2020,,1.0
31310963,Noninvasive neurostimulation of left temporal lobe disrupts rapid talker adaptation in speech processing.,ObservationalStudy,Adaptation,2019,,1.0
30441139,Studying the interactions in a mammalian nerve fiber: a functional modeling approach.,ObservationalStudy,,2019,,1.0
30418877,Non-invasive Seizure Localization with Ictal Single-Photon Emission Computed Tomography is Impacted by Preictal/Early Ictal Network Dynamics.,ObservationalStudy,,2018,,1.0
29235453,Potential impact of thermal effects during ultrasonic neurostimulation: retrospective numerical estimation of temperature elevation in seven rodent setups.,ObservationalStudy,,2018,,1.0
28583460,Spinal Cord Compression Secondary to Epidural Fibrosis Associated with Percutaneously Placed Spinal Cord Stimulation Electrodes: Case Report and Review of the Literature.,Other,Epidural fibrosis,2018,,1.0
26817797,Long-Term Distributed Repetitive Transcranial Magnetic Stimulation for Tinnitus: A Feasibility Study.,ObservationalStudy,Auditory cortex stimulation,2017,,1.0
25721941,Neurostimulation in Alzheimer's disease: from basic research to clinical applications.,SystematicReview,,2016,,1.0
25601623,['Multi-moment non-invasive neurostimulation' - a controlled study of a new treatment for depression].,RCT,,2015,,1.0
25145652,Vagus nerve stimulation magnet activation for seizures: a critical review.,SystematicReview,VNS,2015,,1.0
24144382,Neuromodulation of chronic headaches: position statement from the European Headache Federation.,Other,,2013,,1.0
23367402,A model of variability in brain stimulation evoked responses.,ObservationalStudy,,2013,,1.0
22701691,Frontal non-invasive neurostimulation modulates antisaccade preparation in non-human primates.,ObservationalStudy,,2012,,1.0
31637517,Neurostimulation methods in the treatment of chronic pain.,SystematicReview,Chronic pain,2012,,1.0
33173465,Neural Stimulation and Molecular Mechanisms of Plasticity and Regeneration: A Review.,SystematicReview,activity-dependent plasticity,2020,,1.0
32319836,Implication of the ipsilateral motor network in unilateral voluntary muscle contraction: the cross-activation phenomenon.,SystematicReview,inhibitory and excitatory pathways,2020,,1.0
31475769,Analysis of S1 DRG Programming to Determine Location of the DRG and Ideal Anatomic Positioning of the Electrode.,ObservationalStudy,Chronic pain,2020,,1.0
31133021,Human translingual neurostimulation alters resting brain activity in high-density EEG.,RCT,Cranial nerve stimulation,2020,,1.0
30599435,Persuasive bodies: Testimonies of deep brain stimulation and Parkinson's on YouTube.,ObservationalStudy,Chronic illness,2019,,1.0
30306302,[Transvenous neurostimulation in central sleep apnea associated with heart failure].,SystematicReview,Cheyne-Stokes respiration,2019,,1.0
29462446,Accuracy and Efficacy for Robotic Assistance in Implanting Responsive Neurostimulation Device Electrodes in Bilateral Mesial Temporal Lobe Epilepsy.,ObservationalStudy,,2018,,1.0
28261561,Interventional Analgesic Management of Lung Cancer Pain.,SystematicReview,cancer pain,2018,,1.0
28005007,Response repetition biases in human perceptual decisions are explained by activity decay in competitive attractor models.,ObservationalStudy,choice hysteresis,2017,,1.0
28003159,Both anodal and cathodal transcranial direct current stimulation improves semantic processing.,ObservationalStudy,Wernicke’s area,2016,,1.0
27454989,Advances in the understanding of cluster headache.,SystematicReview,Cluster headache,2017,,1.0
24956545,Supraspinal stimulation for treatment of refractory pain.,SystematicReview,Deep brain stimulation,2017,,1.0
23433237,Novel spinal cord stimulation parameters in patients with predominant back pain.,RCT,Axial back pain,2014,,1.0
22188868,Compound action potentials recorded in the human spinal cord during neurostimulation for pain relief.,RCT,,,,1.0
21179610,Hypothalamic deep brain stimulation in the treatment of chronic cluster headache.,ObservationalStudy,chronic cluster headache,2012,,1.0
22920328,[Is nerve stimulation still necessary in ultrasound-guided regional anaesthesia].,SystematicReview,,2014,,1.0
30210662,The Illusion of the Perfect Brain Enhancer.,ObservationalStudy,,2019,,1.0
27154823,Inhibition and Excitation of Bladder Function by Tibial Nerve Stimulation Using a Wirelessly Powered Implant: An Acute Study in Anesthetized Cats.,ObservationalStudy,cats,,,1.0
29291416,Onset of Action of Sacral Neuromodulation in Lower Urinary Tract Dysfunction-What is the Optimal Duration of Test Stimulation?,ObservationalStudy,implantable neurostimulators,2016,,1.0
26736437,Chronic in-vivo testing of a 16-channel implantable wireless neural stimulator.,ObservationalStudy,,2017,,1.0
26394209,Sacral Nerve Stimulation in the Treatment of Bowel Disorders.,SystematicReview,,2015,,1.0
26393499,Vagus Nerve Stimulation: Surgical Technique and Complications.,SystematicReview,,2015,,1.0
33192400,Case Report of Dual-Site Neurostimulation and Chronic Recording of Cortico-Striatal Circuitry in a Patient With Treatment Refractory Obsessive Compulsive Disorder.,CaseSeries,cortico-striatal circuitry,2015,,1.0
29670050,Epilepsy and Neuromodulation-Randomized Controlled Trials.,ObservationalStudy,deep brain stimulation (DBS),2020,,1.0
26629537,Impairment of Procedural Learning and Motor Intracortical Inhibition in Neurofibromatosis Type 1 Patients.,ObservationalStudy,Motor Learning,2017,,1.0
25842260,The medical treatment of patients with Parkinson's disease receiving subthalamic neurostimulation.,CohortStudy,Medication,2015,,1.0
20705778,"Estimation and pharmacodynamic consequences of the minimum effective anesthetic volumes for median and ulnar nerve blocks: a randomized, double-blind, controlled comparison between ultrasound and nerve stimulation guidance.",RCT,,2015,,1.0
12002182,A low-cost neurostimulator with accurate pulsed-current control.,ObservationalStudy,,2020,,1.0
30267850,Thermogenetic stimulation of single neocortical pyramidal neurons transfected with TRPV1-L channels.,ObservationalStudy,Neocortex,2002,,1.0
21864362,"Non-invasive interactive neurostimulation (InterX™) reduces acute pain in patients following total knee replacement surgery: a randomised, controlled trial.",RCT,,2018,,1.0
32852189,Organic Photovoltaic Pseudocapacitors for Neurostimulation.,ObservationalStudy,PEDOT:PSS,2011,,1.0
16284576,Is magnetic resonance imaging safe for patients with neurostimulation systems used for deep brain stimulation?,SystematicReview,,2009,,1.0
32276788,Pharmacological and non-pharmacological treatments for neuropathic pain: Systematic review and French recommendations.,SystematicReview,Neuropathic pain,1989,,1.0
23707586,Fronto-tectal white matter connectivity mediates facilitatory effects of non-invasive neurostimulation on visual detection.,ObservationalStudy,Cortico-tectal projections,2020,,1.0
28800085,Recent Progress of Development of Optogenetic Implantable Neural Probes.,SystematicReview,implantable device,2013,,1.0
23366015,Measuring the electric field of bioelectrodes in saline during stimulation.,ObservationalStudy,,2017,,1.0
21422787,Sphenopalatine ganglion interventions: technical aspects and application.,SystematicReview,,2012,,1.0
12324393,Cochlear implants and brain stem implants.,SystematicReview,,2010,,1.0
33301569,Modulation of beta bursts in subthalamic sensorimotor circuits predicts improvement in bradykinesia.,ObservationalStudy,Parkinson’s disease,2002,,1.0
17455543,The anti-ischemic effects of electrical neurostimulation in the heart.,SystematicReview,,2020,,1.0
10629701,[Electricity in pain management].,,,2007,,1.0
15938229,[Management of refractory angina pectoris].,SystematicReview,,2015,,1.0
2436179,Neurostimulation for patients in vegetative status.,Other,,2008,,1.0
30935352,[Deep brain stimulation].,SystematicReview,,2015,,1.0
14755664,Active deep brain stimulation during MRI: a feasibility study.,ObservationalStudy,,2018,,1.0
20972542,Procedural techniques in sacral nerve modulation.,ObservationalStudy,,,,1.0
9931666,[Treatment of insufficiency of the anal sphincter by sacral spinal nerve stimulation with implantable neurostimulators].,,,2010,,1.0
31685237,Cranial Nerve Stimulation for Olfaction (Cranial Nerve 1).,SystematicReview,Electrode,1998,,1.0
25240670,Technological innovations in implants used for pain therapies.,SystematicReview,Innovation,2020,,1.0
21710239,How does sacral modulation work best? Placement and programming techniques to maximize efficacy.,SystematicReview,,2014,,1.0
25658218,Options for pharmacoresistant epilepsy in children: when medications don't work.,SystematicReview,,2017,,1.0
32648170,When Drugs Do Not Work: Alternatives to Antiseizure Medications.,SystematicReview,Alternative treatment,2020,,1.0
32310326,Neurophysiological investigations of drug resistant epilepsy patients treated with vagus nerve stimulation to differentiate responders from non-responders.,ObservationalStudy,P3 evoked potential,2020,,1.0
32082948,Is Transcranial Magnetic Stimulation Appropriate For Treating Adolescents with Depression?,SystematicReview,Adolescent depression,,,1.0
31760411,Deep brain stimulation in obsessive-compulsive disorder - case report of two patients.,Other,deep brain stimulation,2019,,1.0
27923662,Task-specificity of unilateral anodal and dual-M1 tDCS effects on motor learning.,ObservationalStudy,Consolidation,2018,,1.0
27672534,"Post-Traumatic, Drug-Resistant Epilepsy and Review of Seizure Control Outcomes from Blinded, Randomized Controlled Trials of Brain Stimulation Treatments for Drug-Resistant Epilepsy.",RCT,anterior nucleus thalami,2017,,1.0
